pdb,chain,ligand,depth_from_ligand_A,radius_A,enclosure_atoms_12A,kept
Amp_MexB_20260826,E,Ampicillin,52.65,4.11,71,no
Amp_MexB_20260826,E,Ampicillin,52.78,4.09,71,no
Amp_MexB_20260826,E,Ampicillin,52.91,4.08,69,no
Amp_MexB_20260826,E,Ampicillin,53.04,4.07,68,no
Amp_MexB_20260826,E,Ampicillin,53.17,4.08,66,no
Amp_MexB_20260826,E,Ampicillin,53.30,4.09,63,no
Amp_MexB_20260826,E,Ampicillin,53.44,4.10,62,no
Amp_MexB_20260826,E,Ampicillin,53.57,4.12,61,no
Amp_MexB_20260826,E,Ampicillin,53.70,4.11,60,no
Amp_MexB_20260826,E,Ampicillin,53.84,4.11,58,no
Amp_MexB_20260826,E,Ampicillin,53.97,4.11,56,no
Amp_MexB_20260826,E,Ampicillin,54.11,4.11,55,no
Amp_MexB_20260826,E,Ampicillin,54.24,4.12,55,no
Amp_MexB_20260826,E,Ampicillin,54.38,4.13,54,no
Amp_MexB_20260826,E,Ampicillin,54.52,4.15,51,no
Amp_MexB_20260826,E,Ampicillin,54.65,4.17,50,no
Amp_MexB_20260826,E,Ampicillin,54.79,4.17,49,no
Amp_MexB_20260826,E,Ampicillin,54.93,4.17,46,no
Amp_MexB_20260826,E,Ampicillin,55.06,4.18,46,no
Amp_MexB_20260826,E,Ampicillin,55.20,4.19,46,no
Amp_MexB_20260826,E,Ampicillin,55.32,4.20,46,no
Amp_MexB_20260826,E,Ampicillin,55.45,4.18,44,no
Amp_MexB_20260826,E,Ampicillin,55.58,4.16,44,no
Amp_MexB_20260826,E,Ampicillin,55.71,4.14,44,no
Amp_MexB_20260826,E,Ampicillin,55.83,4.13,43,no
Amp_MexB_20260826,E,Ampicillin,55.95,4.11,41,no
Amp_MexB_20260826,E,Ampicillin,56.07,4.10,41,no
Amp_MexB_20260826,E,Ampicillin,56.20,4.08,41,no
Amp_MexB_20260826,E,Ampicillin,56.32,4.07,41,no
Amp_MexB_20260826,E,Ampicillin,56.44,4.06,40,no
Amp_MexB_20260826,E,Ampicillin,56.57,4.06,40,no
Amp_MexB_20260826,E,Ampicillin,56.69,4.06,40,no
Amp_MexB_20260826,E,Ampicillin,56.82,4.05,39,no
Amp_MexB_20260826,E,Ampicillin,56.96,4.05,39,no
Amp_MexB_20260826,E,Ampicillin,57.09,4.06,36,no
Amp_MexB_20260826,E,Ampicillin,57.22,4.07,35,no
Amp_MexB_20260826,E,Ampicillin,57.37,4.07,34,no
Amp_MexB_20260826,E,Ampicillin,57.52,4.09,34,no
Amp_MexB_20260826,E,Ampicillin,57.67,4.10,32,no
Amp_MexB_20260826,E,Ampicillin,57.82,4.12,32,no
Amp_MexB_20260826,E,Ampicillin,57.95,4.12,32,no
Amp_MexB_20260826,E,Ampicillin,58.09,4.13,32,no
Amp_MexB_20260826,E,Ampicillin,58.22,4.14,32,no
Amp_MexB_20260826,E,Ampicillin,58.35,4.15,28,no
Amp_MexB_20260826,E,Ampicillin,58.48,4.17,28,no
Amp_MexB_20260826,E,Ampicillin,58.63,4.17,28,no
Amp_MexB_20260826,E,Ampicillin,58.77,4.18,24,no
Amp_MexB_20260826,E,Ampicillin,58.91,4.19,24,no
Amp_MexB_20260826,E,Ampicillin,59.06,4.21,24,no
Amp_MexB_20260826,E,Ampicillin,59.20,4.23,23,no
Amp_MexB_20260826,E,Ampicillin,59.34,4.23,23,no
Amp_MexB_20260826,E,Ampicillin,59.48,4.23,23,no
Amp_MexB_20260826,E,Ampicillin,59.61,4.23,22,no
Amp_MexB_20260826,E,Ampicillin,59.75,4.24,22,no
Amp_MexB_20260826,E,Ampicillin,59.88,4.26,20,no
Amp_MexB_20260826,E,Ampicillin,60.02,4.27,19,no
Amp_MexB_20260826,E,Ampicillin,60.16,4.25,20,no
Amp_MexB_20260826,E,Ampicillin,60.30,4.23,20,no
Amp_MexB_20260826,E,Ampicillin,60.44,4.21,21,no
Amp_MexB_20260826,E,Ampicillin,60.58,4.20,21,no
Amp_MexB_20260826,E,Ampicillin,60.72,4.19,21,no
Amp_MexB_20260826,E,Ampicillin,60.86,4.18,21,no
Amp_MexB_20260826,E,Ampicillin,61.01,4.10,22,no
Amp_MexB_20260826,E,Ampicillin,61.15,4.03,22,no
Amp_MexB_20260826,E,Ampicillin,61.30,3.96,22,no
Amp_MexB_20260826,E,Ampicillin,61.45,3.89,22,no
Amp_MexB_20260826,E,Ampicillin,61.60,3.83,23,no
Amp_MexB_20260826,E,Ampicillin,61.75,3.77,23,no
Amp_MexB_20260826,E,Ampicillin,61.88,3.68,23,no
Amp_MexB_20260826,E,Ampicillin,62.01,3.58,24,no
Amp_MexB_20260826,E,Ampicillin,62.14,3.49,25,no
Amp_MexB_20260826,E,Ampicillin,62.27,3.40,25,no
Amp_MexB_20260826,E,Ampicillin,62.40,3.32,27,no
Amp_MexB_20260826,E,Ampicillin,62.54,3.23,28,no
Amp_MexB_20260826,E,Ampicillin,62.67,3.15,30,no
Amp_MexB_20260826,E,Ampicillin,62.80,3.07,31,no
21FO,B,CYMAL-7,0.00,1.21,226,yes
21FO,B,CYMAL-7,0.27,1.47,228,yes
21FO,B,CYMAL-7,0.54,1.72,222,yes
21FO,B,CYMAL-7,0.81,1.98,226,yes
21FO,B,CYMAL-7,1.08,2.22,226,yes
21FO,B,CYMAL-7,1.36,2.38,226,yes
21FO,B,CYMAL-7,1.64,2.55,219,yes
21FO,B,CYMAL-7,1.90,2.66,219,yes
21FO,B,CYMAL-7,2.16,2.73,221,yes
21FO,B,CYMAL-7,2.43,2.81,219,yes
21FO,B,CYMAL-7,2.69,2.90,216,yes
21FO,B,CYMAL-7,2.95,2.96,210,yes
21FO,B,CYMAL-7,3.21,3.01,211,yes
21FO,B,CYMAL-7,3.47,3.09,213,yes
21FO,B,CYMAL-7,3.73,3.17,216,yes
21FO,B,CYMAL-7,3.99,3.25,220,yes
21FO,B,CYMAL-7,4.25,3.34,217,yes
21FO,B,CYMAL-7,4.50,3.43,221,yes
21FO,B,CYMAL-7,4.76,3.53,221,yes
21FO,B,CYMAL-7,5.02,3.64,224,yes
21FO,B,CYMAL-7,5.28,3.76,231,yes
21FO,B,CYMAL-7,5.56,3.89,233,yes
21FO,B,CYMAL-7,5.86,4.05,238,yes
21FO,B,CYMAL-7,6.16,4.21,242,yes
21FO,B,CYMAL-7,6.45,4.38,245,yes
21FO,B,CYMAL-7,6.74,4.51,249,yes
21FO,B,CYMAL-7,7.03,4.66,247,yes
21FO,B,CYMAL-7,7.32,4.81,254,yes
21FO,B,CYMAL-7,7.59,4.97,255,yes
21FO,B,CYMAL-7,7.87,4.96,259,yes
21FO,B,CYMAL-7,8.15,4.83,260,yes
21FO,B,CYMAL-7,8.45,4.67,261,yes
21FO,B,CYMAL-7,8.75,4.53,268,yes
21FO,B,CYMAL-7,9.05,4.33,269,yes
21FO,B,CYMAL-7,9.34,4.13,272,yes
21FO,B,CYMAL-7,9.58,3.93,271,yes
21FO,B,CYMAL-7,9.81,3.74,272,yes
21FO,B,CYMAL-7,10.07,3.54,270,yes
21FO,B,CYMAL-7,10.32,3.38,272,yes
21FO,B,CYMAL-7,10.57,3.26,268,yes
21FO,B,CYMAL-7,10.84,3.16,267,yes
21FO,B,CYMAL-7,11.11,3.07,268,yes
21FO,B,CYMAL-7,11.36,2.97,265,yes
21FO,B,CYMAL-7,11.60,2.88,265,yes
21FO,B,CYMAL-7,11.84,2.76,269,yes
21FO,B,CYMAL-7,12.10,2.61,271,yes
21FO,B,CYMAL-7,12.37,2.50,271,yes
21FO,B,CYMAL-7,12.63,2.43,275,yes
21FO,B,CYMAL-7,12.89,2.39,283,yes
21FO,B,CYMAL-7,13.14,2.37,287,yes
21FO,B,CYMAL-7,13.39,2.36,289,yes
21FO,B,CYMAL-7,13.64,2.34,290,yes
21FO,B,CYMAL-7,13.90,2.32,289,yes
21FO,B,CYMAL-7,14.15,2.31,289,yes
21FO,B,CYMAL-7,14.39,2.29,289,yes
21FO,B,CYMAL-7,14.65,2.28,288,yes
21FO,B,CYMAL-7,14.93,2.28,288,yes
21FO,B,CYMAL-7,15.23,2.26,286,yes
21FO,B,CYMAL-7,15.25,2.26,287,yes
21FO,B,CYMAL-7,15.47,2.27,286,yes
21FO,B,CYMAL-7,15.74,2.31,288,yes
21FO,B,CYMAL-7,16.01,2.36,290,yes
21FO,B,CYMAL-7,16.28,2.41,294,yes
21FO,B,CYMAL-7,16.56,2.46,295,yes
21FO,B,CYMAL-7,16.83,2.52,296,yes
21FO,B,CYMAL-7,17.11,2.59,291,yes
21FO,B,CYMAL-7,17.38,2.65,295,yes
21FO,B,CYMAL-7,17.64,2.70,296,yes
21FO,B,CYMAL-7,17.89,2.76,289,yes
21FO,B,CYMAL-7,18.15,2.84,283,yes
21FO,B,CYMAL-7,18.42,2.88,285,yes
21FO,B,CYMAL-7,18.69,2.92,281,yes
21FO,B,CYMAL-7,18.95,2.97,280,yes
21FO,B,CYMAL-7,19.22,3.02,285,yes
21FO,B,CYMAL-7,19.49,3.05,285,yes
21FO,B,CYMAL-7,19.75,3.11,287,yes
21FO,B,CYMAL-7,20.02,3.11,289,yes
21FO,B,CYMAL-7,20.28,3.11,290,yes
21FO,B,CYMAL-7,20.54,3.13,289,yes
21FO,B,CYMAL-7,20.80,3.16,296,yes
21FO,B,CYMAL-7,21.07,3.18,299,yes
21FO,B,CYMAL-7,21.36,3.20,297,yes
21FO,B,CYMAL-7,21.64,3.23,297,yes
21FO,B,CYMAL-7,21.91,3.24,299,yes
21FO,B,CYMAL-7,22.20,3.24,296,yes
21FO,B,CYMAL-7,22.48,3.26,296,yes
21FO,B,CYMAL-7,22.73,3.23,290,yes
21FO,B,CYMAL-7,22.97,3.22,285,yes
21FO,B,CYMAL-7,23.23,3.18,285,yes
21FO,B,CYMAL-7,23.53,3.17,285,yes
21FO,B,CYMAL-7,23.75,3.17,283,yes
21FO,B,CYMAL-7,23.99,3.15,281,yes
21FO,B,CYMAL-7,24.26,3.14,278,yes
21FO,B,CYMAL-7,24.55,3.10,277,yes
21FO,B,CYMAL-7,24.85,3.08,273,yes
21FO,B,CYMAL-7,25.12,3.04,268,yes
21FO,B,CYMAL-7,25.40,3.02,263,yes
21FO,B,CYMAL-7,25.66,3.00,267,yes
21FO,B,CYMAL-7,25.92,2.97,269,yes
21FO,B,CYMAL-7,26.18,2.96,264,yes
21FO,B,CYMAL-7,26.42,2.93,268,yes
21FO,B,CYMAL-7,26.66,2.91,265,yes
21FO,B,CYMAL-7,26.91,2.89,263,yes
21FO,B,CYMAL-7,27.16,2.88,256,yes
21FO,B,CYMAL-7,27.41,2.88,253,yes
21FO,B,CYMAL-7,27.66,2.87,250,yes
21FO,B,CYMAL-7,27.91,2.87,250,yes
21FO,B,CYMAL-7,28.16,2.88,251,yes
21FO,B,CYMAL-7,28.41,2.88,250,yes
21FO,B,CYMAL-7,28.65,2.81,247,yes
21FO,B,CYMAL-7,28.90,2.76,243,yes
21FO,B,CYMAL-7,29.15,2.70,250,yes
21FO,B,CYMAL-7,29.40,2.65,247,yes
21FO,B,CYMAL-7,29.66,2.61,245,yes
21FO,B,CYMAL-7,29.91,2.60,244,yes
21FO,B,CYMAL-7,30.17,2.57,243,yes
21FO,B,CYMAL-7,30.43,2.55,243,yes
21FO,B,CYMAL-7,30.69,2.54,244,yes
21FO,B,CYMAL-7,30.95,2.52,241,yes
21FO,B,CYMAL-7,31.21,2.51,239,yes
21FO,B,CYMAL-7,31.51,2.47,236,yes
21FO,B,CYMAL-7,31.81,2.46,237,yes
21FO,B,CYMAL-7,32.06,2.43,237,yes
21FO,B,CYMAL-7,32.30,2.42,236,yes
21FO,B,CYMAL-7,32.54,2.39,234,yes
21FO,B,CYMAL-7,32.78,2.38,233,yes
21FO,B,CYMAL-7,33.03,2.35,231,yes
21FO,B,CYMAL-7,33.33,2.27,229,yes
21FO,B,CYMAL-7,33.62,2.20,230,yes
21FO,B,CYMAL-7,33.89,2.13,233,yes
21FO,B,CYMAL-7,34.16,2.08,232,yes
21FO,B,CYMAL-7,34.43,2.03,232,yes
21FO,B,CYMAL-7,34.69,2.00,235,yes
21FO,B,CYMAL-7,34.93,1.97,230,yes
21FO,B,CYMAL-7,35.18,1.95,232,yes
21FO,B,CYMAL-7,35.45,1.94,232,yes
21FO,B,CYMAL-7,35.75,1.95,228,yes
21FO,B,CYMAL-7,36.04,1.96,227,yes
21FO,B,CYMAL-7,36.33,1.96,227,yes
21FO,B,CYMAL-7,36.62,1.96,226,yes
21FO,B,CYMAL-7,36.92,1.96,229,yes
21FO,B,CYMAL-7,37.19,1.96,228,yes
21FO,B,CYMAL-7,37.45,1.96,225,yes
21FO,B,CYMAL-7,37.71,1.97,227,yes
21FO,B,CYMAL-7,37.97,1.97,229,yes
21FO,B,CYMAL-7,38.25,1.98,230,yes
21FO,B,CYMAL-7,38.53,2.01,227,yes
21FO,B,CYMAL-7,38.82,2.04,226,yes
21FO,B,CYMAL-7,39.11,2.05,228,yes
21FO,B,CYMAL-7,39.40,2.09,230,yes
21FO,B,CYMAL-7,39.68,2.11,226,yes
21FO,B,CYMAL-7,39.96,2.13,231,yes
21FO,B,CYMAL-7,40.23,2.16,237,yes
21FO,B,CYMAL-7,40.50,2.21,234,yes
21FO,B,CYMAL-7,40.77,2.22,234,yes
21FO,B,CYMAL-7,41.04,2.25,239,yes
21FO,B,CYMAL-7,41.31,2.30,239,yes
21FO,B,CYMAL-7,41.59,2.33,241,yes
21FO,B,CYMAL-7,41.89,2.30,246,yes
21FO,B,CYMAL-7,42.18,2.22,245,yes
21FO,B,CYMAL-7,42.45,2.15,246,yes
21FO,B,CYMAL-7,42.71,2.08,247,yes
21FO,B,CYMAL-7,42.97,2.02,246,yes
21FO,B,CYMAL-7,43.23,1.97,249,yes
21FO,B,CYMAL-7,43.51,1.92,249,yes
21FO,B,CYMAL-7,43.79,1.88,251,yes
21FO,B,CYMAL-7,44.07,1.87,255,yes
21FO,B,CYMAL-7,44.34,1.85,257,yes
21FO,B,CYMAL-7,44.60,1.86,258,yes
21FO,B,CYMAL-7,44.86,1.86,259,yes
21FO,B,CYMAL-7,45.16,1.88,262,yes
21FO,B,CYMAL-7,45.42,1.90,262,yes
21FO,B,CYMAL-7,45.67,1.92,264,yes
21FO,B,CYMAL-7,45.92,1.95,271,yes
21FO,B,CYMAL-7,46.19,1.95,275,yes
21FO,B,CYMAL-7,46.45,1.95,281,yes
21FO,B,CYMAL-7,46.71,1.91,285,yes
21FO,B,CYMAL-7,46.96,1.89,286,yes
21FO,B,CYMAL-7,47.21,1.84,281,yes
21FO,B,CYMAL-7,47.46,1.81,281,yes
21FO,B,CYMAL-7,47.71,1.78,281,yes
21FO,B,CYMAL-7,47.98,1.78,290,yes
21FO,B,CYMAL-7,48.24,1.79,290,yes
21FO,B,CYMAL-7,48.54,1.82,290,yes
21FO,B,CYMAL-7,48.84,1.87,292,yes
21FO,B,CYMAL-7,49.12,1.94,292,yes
21FO,B,CYMAL-7,49.38,1.97,291,yes
21FO,B,CYMAL-7,49.65,2.02,295,yes
21FO,B,CYMAL-7,49.92,2.05,297,yes
21FO,B,CYMAL-7,50.19,2.07,298,yes
21FO,B,CYMAL-7,50.47,2.10,295,yes
21FO,B,CYMAL-7,50.74,2.11,293,yes
21FO,B,CYMAL-7,51.04,2.09,293,yes
21FO,B,CYMAL-7,51.33,2.09,296,yes
21FO,B,CYMAL-7,51.59,2.08,302,yes
21FO,B,CYMAL-7,51.85,2.09,303,yes
21FO,B,CYMAL-7,52.12,2.09,306,yes
21FO,B,CYMAL-7,52.38,2.11,306,yes
21FO,B,CYMAL-7,52.65,2.11,307,yes
21FO,B,CYMAL-7,52.92,2.13,306,yes
21FO,B,CYMAL-7,53.19,2.17,308,yes
21FO,B,CYMAL-7,53.47,2.23,309,yes
21FO,B,CYMAL-7,53.77,2.26,306,yes
21FO,B,CYMAL-7,54.06,2.28,301,yes
21FO,B,CYMAL-7,54.35,2.32,298,yes
21FO,B,CYMAL-7,54.64,2.34,297,yes
21FO,B,CYMAL-7,54.94,2.38,296,yes
21FO,B,CYMAL-7,55.21,2.38,290,yes
21FO,B,CYMAL-7,55.48,2.40,293,yes
21FO,B,CYMAL-7,55.74,2.42,286,yes
21FO,B,CYMAL-7,55.98,2.45,288,yes
21FO,B,CYMAL-7,56.22,2.49,288,yes
21FO,B,CYMAL-7,56.46,2.55,282,yes
21FO,B,CYMAL-7,56.71,2.61,282,yes
21FO,B,CYMAL-7,56.94,2.69,282,yes
21FO,B,CYMAL-7,57.18,2.78,282,yes
21FO,B,CYMAL-7,57.44,2.90,285,yes
21FO,B,CYMAL-7,57.71,2.88,288,yes
21FO,B,CYMAL-7,57.95,2.82,292,yes
21FO,B,CYMAL-7,58.21,2.73,299,yes
21FO,B,CYMAL-7,58.50,2.60,295,yes
21FO,B,CYMAL-7,58.76,2.46,298,yes
21FO,B,CYMAL-7,59.03,2.32,297,yes
21FO,B,CYMAL-7,59.30,2.18,303,yes
21FO,B,CYMAL-7,59.57,2.07,302,yes
21FO,B,CYMAL-7,59.83,1.97,306,yes
21FO,B,CYMAL-7,60.10,1.89,311,yes
21FO,B,CYMAL-7,60.37,1.83,313,yes
21FO,B,CYMAL-7,60.65,1.79,314,yes
21FO,B,CYMAL-7,60.92,1.77,314,yes
21FO,B,CYMAL-7,61.20,1.76,317,yes
21FO,B,CYMAL-7,61.48,1.77,318,yes
21FO,B,CYMAL-7,61.76,1.80,319,yes
21FO,B,CYMAL-7,62.02,1.83,317,yes
21FO,B,CYMAL-7,62.28,1.88,317,yes
21FO,B,CYMAL-7,62.54,1.94,315,yes
21FO,B,CYMAL-7,62.84,2.01,316,yes
21FO,B,CYMAL-7,63.14,2.10,316,yes
21FO,B,CYMAL-7,63.40,2.19,317,yes
21FO,B,CYMAL-7,63.65,2.27,320,yes
21FO,B,CYMAL-7,63.89,2.36,320,yes
21FO,B,CYMAL-7,64.14,2.42,320,yes
21FO,B,CYMAL-7,64.39,2.49,318,yes
21FO,B,CYMAL-7,64.66,2.48,320,yes
21FO,B,CYMAL-7,64.93,2.47,318,yes
21FO,B,CYMAL-7,65.18,2.42,322,yes
21FO,B,CYMAL-7,65.44,2.38,315,yes
21FO,B,CYMAL-7,65.74,2.29,314,yes
21FO,B,CYMAL-7,66.03,2.23,323,yes
21FO,B,CYMAL-7,66.31,2.17,316,yes
21FO,B,CYMAL-7,66.59,2.13,315,yes
21FO,B,CYMAL-7,66.85,2.12,310,yes
21FO,B,CYMAL-7,67.11,2.09,305,yes
21FO,B,CYMAL-7,67.38,2.04,307,yes
21FO,B,CYMAL-7,67.64,1.97,312,yes
21FO,B,CYMAL-7,67.91,1.89,310,yes
21FO,B,CYMAL-7,68.18,1.83,309,yes
21FO,B,CYMAL-7,68.43,1.74,308,yes
21FO,B,CYMAL-7,68.68,1.64,303,yes
21FO,B,CYMAL-7,68.94,1.55,298,yes
21FO,B,CYMAL-7,69.19,1.48,296,yes
21FO,B,CYMAL-7,69.45,1.42,294,yes
21FO,B,CYMAL-7,69.71,1.38,293,yes
21FO,B,CYMAL-7,69.97,1.37,290,yes
21FO,B,CYMAL-7,70.26,1.37,289,yes
21FO,B,CYMAL-7,70.56,1.40,291,yes
21FO,B,CYMAL-7,70.85,1.45,284,yes
21FO,B,CYMAL-7,71.13,1.52,278,yes
21FO,B,CYMAL-7,71.41,1.58,275,yes
21FO,B,CYMAL-7,71.68,1.63,274,yes
21FO,B,CYMAL-7,71.93,1.68,277,yes
21FO,B,CYMAL-7,72.18,1.66,276,yes
21FO,B,CYMAL-7,72.45,1.66,275,yes
21FO,B,CYMAL-7,72.73,1.68,273,yes
21FO,B,CYMAL-7,72.98,1.70,271,yes
21FO,B,CYMAL-7,73.24,1.74,271,yes
21FO,B,CYMAL-7,73.51,1.75,265,yes
21FO,B,CYMAL-7,73.79,1.77,263,yes
21FO,B,CYMAL-7,74.08,1.77,257,yes
21FO,B,CYMAL-7,74.37,1.80,254,yes
21FO,B,CYMAL-7,74.67,1.80,246,yes
21FO,B,CYMAL-7,74.97,1.83,243,yes
21FO,B,CYMAL-7,75.25,1.81,231,yes
21FO,B,CYMAL-7,75.53,1.82,228,yes
21FO,B,CYMAL-7,75.79,1.80,224,yes
21FO,B,CYMAL-7,76.06,1.80,216,yes
21FO,B,CYMAL-7,76.32,1.81,214,yes
21FO,B,CYMAL-7,76.57,1.84,215,yes
21FO,B,CYMAL-7,76.86,1.90,214,yes
21FO,B,CYMAL-7,77.14,1.98,214,yes
21FO,B,CYMAL-7,77.42,2.06,211,yes
21FO,B,CYMAL-7,77.69,2.16,207,yes
21FO,B,CYMAL-7,77.97,2.27,201,yes
21FO,B,CYMAL-7,78.25,2.38,202,yes
21FO,B,CYMAL-7,78.52,2.51,196,yes
21FO,B,CYMAL-7,78.79,2.62,197,yes
21FO,B,CYMAL-7,79.05,2.72,198,yes
21FO,B,CYMAL-7,79.31,2.84,194,yes
21FO,B,CYMAL-7,79.57,2.97,195,yes
21FO,B,CYMAL-7,79.85,3.05,193,yes
21FO,B,CYMAL-7,80.13,3.15,192,yes
21FO,B,CYMAL-7,80.41,3.27,189,yes
21FO,B,CYMAL-7,80.69,3.33,185,yes
21FO,B,CYMAL-7,80.97,3.35,188,yes
21FO,B,CYMAL-7,81.25,3.38,188,yes
21FO,B,CYMAL-7,81.54,3.42,189,yes
21FO,B,CYMAL-7,81.80,3.41,186,yes
21FO,B,CYMAL-7,82.07,3.41,183,yes
21FO,B,CYMAL-7,82.33,3.43,182,yes
21FO,B,CYMAL-7,82.59,3.44,184,yes
21FO,B,CYMAL-7,82.86,3.43,186,yes
21FO,B,CYMAL-7,83.13,3.44,182,yes
21FO,B,CYMAL-7,83.39,3.46,183,yes
21FO,B,CYMAL-7,83.66,3.44,186,yes
21FO,B,CYMAL-7,83.92,3.44,184,yes
21FO,B,CYMAL-7,84.18,3.45,189,yes
21FO,B,CYMAL-7,84.46,3.45,193,yes
21FO,B,CYMAL-7,84.74,3.44,191,yes
21FO,B,CYMAL-7,85.03,3.41,192,yes
21FO,B,CYMAL-7,85.32,3.38,195,yes
21FO,B,CYMAL-7,85.60,3.33,194,yes
21FO,B,CYMAL-7,85.89,3.29,191,yes
21FO,B,CYMAL-7,86.11,3.22,195,yes
21FO,B,CYMAL-7,86.34,3.16,197,yes
21FO,B,CYMAL-7,86.54,3.05,200,yes
21FO,B,CYMAL-7,86.76,3.03,203,yes
21FO,B,CYMAL-7,86.98,3.02,208,yes
21FO,B,CYMAL-7,87.27,2.95,204,yes
21FO,B,CYMAL-7,87.56,2.91,204,yes
21FO,B,CYMAL-7,87.83,2.83,204,yes
21FO,B,CYMAL-7,88.10,2.78,200,yes
21FO,B,CYMAL-7,88.37,2.73,196,yes
21FO,B,CYMAL-7,88.66,2.66,194,yes
21FO,B,CYMAL-7,88.95,2.60,196,yes
21FO,B,CYMAL-7,89.24,2.57,198,yes
21FO,B,CYMAL-7,89.50,2.52,194,yes
21FO,B,CYMAL-7,89.77,2.49,198,yes
21FO,B,CYMAL-7,90.03,2.47,203,yes
21FO,B,CYMAL-7,90.31,2.44,205,yes
21FO,B,CYMAL-7,90.59,2.43,203,yes
21FO,B,CYMAL-7,90.89,2.42,205,yes
21FO,B,CYMAL-7,91.04,2.47,204,yes
21FO,B,CYMAL-7,91.31,2.59,198,yes
21FO,B,CYMAL-7,91.61,2.69,194,yes
21FO,B,CYMAL-7,91.89,2.77,193,yes
21FO,B,CYMAL-7,92.16,2.85,186,yes
21FO,B,CYMAL-7,92.42,2.90,185,yes
21FO,B,CYMAL-7,92.67,2.93,186,yes
21FO,B,CYMAL-7,92.90,2.94,184,yes
21FO,B,CYMAL-7,93.10,2.94,181,yes
21FO,B,CYMAL-7,93.22,2.95,182,yes
21FO,B,CYMAL-7,93.49,2.98,179,yes
21FO,B,CYMAL-7,93.76,3.00,178,yes
21FO,B,CYMAL-7,94.02,3.02,173,yes
21FO,B,CYMAL-7,94.27,3.03,167,yes
21FO,B,CYMAL-7,94.52,3.05,165,yes
21FO,B,CYMAL-7,94.79,3.07,164,yes
21FO,B,CYMAL-7,95.08,3.08,162,yes
21FO,B,CYMAL-7,95.38,3.12,161,yes
21FO,B,CYMAL-7,95.67,3.15,161,yes
21FO,B,CYMAL-7,95.95,3.17,159,yes
21FO,B,CYMAL-7,96.23,3.21,160,yes
21FO,B,CYMAL-7,96.51,3.26,161,yes
21FO,B,CYMAL-7,96.79,3.26,161,yes
21FO,B,CYMAL-7,97.07,3.28,169,yes
21FO,B,CYMAL-7,97.35,3.32,168,yes
21FO,B,CYMAL-7,97.61,3.32,169,yes
21FO,B,CYMAL-7,97.87,3.30,172,yes
21FO,B,CYMAL-7,98.13,3.29,174,yes
21FO,B,CYMAL-7,98.39,3.30,180,yes
21FO,B,CYMAL-7,98.65,3.23,185,yes
21FO,B,CYMAL-7,98.91,3.18,191,yes
21FO,B,CYMAL-7,99.17,3.14,192,yes
21FO,B,CYMAL-7,99.43,3.10,194,yes
21FO,B,CYMAL-7,99.71,3.05,202,yes
21FO,B,CYMAL-7,99.99,3.02,205,yes
21FO,B,CYMAL-7,100.26,3.00,211,yes
21FO,B,CYMAL-7,100.52,2.90,211,yes
21FO,B,CYMAL-7,100.77,2.81,216,yes
21FO,B,CYMAL-7,101.03,2.72,221,yes
21FO,B,CYMAL-7,101.28,2.67,223,yes
21FO,B,CYMAL-7,101.53,2.62,228,yes
21FO,B,CYMAL-7,101.76,2.56,228,yes
21FO,B,CYMAL-7,101.98,2.48,229,yes
21FO,B,CYMAL-7,102.24,2.39,233,yes
21FO,B,CYMAL-7,102.49,2.32,238,yes
21FO,B,CYMAL-7,102.67,2.27,237,yes
21FO,B,CYMAL-7,102.87,2.32,238,yes
21FO,B,CYMAL-7,103.17,2.42,232,yes
21FO,B,CYMAL-7,103.45,2.51,229,yes
21FO,B,CYMAL-7,103.71,2.59,227,yes
21FO,B,CYMAL-7,103.97,2.69,225,yes
21FO,B,CYMAL-7,104.23,2.78,222,yes
21FO,B,CYMAL-7,104.48,2.89,224,yes
21FO,B,CYMAL-7,104.74,2.95,219,yes
21FO,B,CYMAL-7,105.03,2.95,216,yes
21FO,B,CYMAL-7,105.33,2.97,216,yes
21FO,B,CYMAL-7,105.62,3.01,221,yes
21FO,B,CYMAL-7,105.90,2.99,224,yes
21FO,B,CYMAL-7,106.18,2.99,224,yes
21FO,B,CYMAL-7,106.46,3.00,225,yes
21FO,B,CYMAL-7,106.74,3.00,226,yes
21FO,B,CYMAL-7,107.02,2.97,226,yes
21FO,B,CYMAL-7,107.30,2.97,228,yes
21FO,B,CYMAL-7,107.58,2.98,226,yes
21FO,B,CYMAL-7,107.85,2.93,226,yes
21FO,B,CYMAL-7,108.11,2.90,227,yes
21FO,B,CYMAL-7,108.37,2.87,233,yes
21FO,B,CYMAL-7,108.64,2.83,231,yes
21FO,B,CYMAL-7,108.92,2.78,225,yes
21FO,B,CYMAL-7,109.20,2.74,222,yes
21FO,B,CYMAL-7,109.48,2.69,215,yes
21FO,B,CYMAL-7,109.76,2.63,211,yes
21FO,B,CYMAL-7,110.04,2.59,208,yes
21FO,B,CYMAL-7,110.32,2.55,205,yes
21FO,B,CYMAL-7,110.60,2.52,206,yes
21FO,B,CYMAL-7,110.88,2.50,207,yes
21FO,B,CYMAL-7,111.16,2.46,206,yes
21FO,B,CYMAL-7,111.44,2.38,206,yes
21FO,B,CYMAL-7,111.73,2.33,211,yes
21FO,B,CYMAL-7,112.00,2.27,206,yes
21FO,B,CYMAL-7,112.27,2.19,197,yes
21FO,B,CYMAL-7,112.54,2.13,196,yes
21FO,B,CYMAL-7,112.81,2.03,194,yes
