pdb,chain,ligand,depth_from_ligand_A,radius_A,enclosure_atoms_12A,kept
3W9J,B,EPI,36.58,1.98,248,yes
3W9J,B,EPI,36.72,1.97,247,yes
3W9J,B,EPI,36.85,1.94,243,yes
3W9J,B,EPI,36.99,1.92,240,yes
3W9J,B,EPI,37.12,1.90,241,yes
3W9J,B,EPI,37.25,1.89,239,yes
3W9J,B,EPI,37.38,1.88,235,yes
3W9J,B,EPI,37.51,1.86,236,yes
3W9J,B,EPI,37.64,1.84,235,yes
3W9J,B,EPI,37.77,1.83,238,yes
3W9J,B,EPI,37.89,1.82,236,yes
3W9J,B,EPI,38.02,1.82,237,yes
3W9J,B,EPI,38.15,1.81,235,yes
3W9J,B,EPI,38.28,1.81,230,yes
3W9J,B,EPI,38.40,1.81,227,yes
3W9J,B,EPI,38.53,1.81,226,yes
3W9J,B,EPI,38.66,1.83,223,yes
3W9J,B,EPI,38.79,1.83,227,yes
3W9J,B,EPI,38.92,1.83,225,yes
3W9J,B,EPI,39.05,1.84,224,yes
3W9J,B,EPI,39.17,1.86,225,yes
3W9J,B,EPI,39.30,1.88,227,yes
3W9J,B,EPI,39.43,1.89,223,yes
3W9J,B,EPI,39.57,1.90,219,yes
3W9J,B,EPI,39.70,1.92,217,yes
3W9J,B,EPI,39.83,1.95,218,yes
3W9J,B,EPI,39.97,1.97,220,yes
3W9J,B,EPI,40.11,1.99,218,yes
3W9J,B,EPI,40.25,2.02,218,yes
3W9J,B,EPI,40.39,2.05,217,yes
3W9J,B,EPI,40.53,2.09,219,yes
3W9J,B,EPI,40.66,2.12,225,yes
3W9J,B,EPI,40.81,2.15,225,yes
3W9J,B,EPI,40.96,2.16,224,yes
3W9J,B,EPI,41.10,2.18,226,yes
3W9J,B,EPI,41.25,2.20,223,yes
3W9J,B,EPI,41.40,2.23,227,yes
3W9J,B,EPI,41.53,2.24,228,yes
3W9J,B,EPI,41.65,2.26,226,yes
3W9J,B,EPI,41.78,2.28,226,yes
3W9J,B,EPI,41.91,2.30,226,yes
3W9J,B,EPI,42.04,2.32,225,yes
3W9J,B,EPI,42.17,2.35,226,yes
3W9J,B,EPI,42.31,2.37,228,yes
3W9J,B,EPI,42.45,2.39,230,yes
3W9J,B,EPI,42.58,2.41,231,yes
3W9J,B,EPI,42.72,2.44,230,yes
3W9J,B,EPI,42.86,2.47,226,yes
3W9J,B,EPI,43.00,2.51,228,yes
3W9J,B,EPI,43.12,2.52,226,yes
3W9J,B,EPI,43.25,2.53,229,yes
3W9J,B,EPI,43.38,2.55,230,yes
3W9J,B,EPI,43.51,2.57,230,yes
3W9J,B,EPI,43.64,2.59,232,yes
3W9J,B,EPI,43.77,2.62,230,yes
3W9J,B,EPI,43.90,2.65,230,yes
3W9J,B,EPI,44.03,2.66,233,yes
3W9J,B,EPI,44.17,2.67,232,yes
3W9J,B,EPI,44.31,2.69,231,yes
3W9J,B,EPI,44.45,2.71,232,yes
3W9J,B,EPI,44.59,2.74,231,yes
3W9J,B,EPI,44.73,2.77,232,yes
3W9J,B,EPI,44.87,2.79,232,yes
3W9J,B,EPI,45.00,2.81,234,yes
3W9J,B,EPI,45.14,2.82,233,yes
3W9J,B,EPI,45.27,2.83,229,yes
3W9J,B,EPI,45.41,2.84,228,yes
3W9J,B,EPI,45.54,2.86,223,yes
3W9J,B,EPI,45.68,2.88,223,yes
3W9J,B,EPI,45.81,2.91,222,yes
3W9J,B,EPI,45.95,2.91,221,yes
3W9J,B,EPI,46.09,2.92,220,yes
3W9J,B,EPI,46.22,2.94,216,yes
3W9J,B,EPI,46.36,2.95,215,yes
3W9J,B,EPI,46.50,2.98,215,yes
3W9J,B,EPI,46.63,3.00,211,yes
3W9J,B,EPI,46.78,3.01,210,yes
3W9J,B,EPI,46.93,3.02,209,yes
3W9J,B,EPI,47.08,3.04,209,yes
3W9J,B,EPI,47.23,3.06,209,yes
3W9J,B,EPI,47.38,3.08,208,yes
3W9J,B,EPI,47.52,3.10,206,yes
3W9J,B,EPI,47.67,3.12,202,yes
3W9J,B,EPI,47.81,3.14,204,yes
3W9J,B,EPI,47.95,3.16,204,yes
3W9J,B,EPI,48.09,3.19,203,yes
3W9J,B,EPI,48.22,3.20,201,yes
3W9J,B,EPI,48.34,3.20,201,yes
3W9J,B,EPI,48.47,3.20,198,yes
3W9J,B,EPI,48.59,3.20,199,yes
3W9J,B,EPI,48.72,3.21,201,yes
3W9J,B,EPI,48.85,3.22,205,yes
3W9J,B,EPI,48.99,3.22,204,yes
3W9J,B,EPI,49.12,3.21,202,yes
3W9J,B,EPI,49.26,3.22,203,yes
3W9J,B,EPI,49.40,3.22,200,yes
3W9J,B,EPI,49.54,3.23,198,yes
3W9J,B,EPI,49.68,3.25,195,yes
3W9J,B,EPI,49.82,3.25,195,yes
3W9J,B,EPI,49.96,3.26,195,yes
3W9J,B,EPI,50.10,3.28,193,yes
3W9J,B,EPI,50.24,3.29,191,yes
3W9J,B,EPI,50.37,3.31,192,yes
3W9J,B,EPI,50.51,3.34,190,yes
3W9J,B,EPI,50.66,3.34,187,yes
3W9J,B,EPI,50.80,3.34,186,yes
3W9J,B,EPI,50.94,3.35,184,yes
3W9J,B,EPI,51.09,3.37,186,yes
3W9J,B,EPI,51.23,3.39,183,yes
3W9J,B,EPI,51.37,3.39,183,yes
3W9J,B,EPI,51.51,3.40,180,yes
3W9J,B,EPI,51.65,3.41,179,yes
3W9J,B,EPI,51.79,3.42,177,yes
3W9J,B,EPI,51.92,3.43,179,yes
3W9J,B,EPI,52.05,3.44,181,yes
3W9J,B,EPI,52.18,3.45,182,yes
3W9J,B,EPI,52.31,3.47,181,yes
3W9J,B,EPI,52.44,3.49,176,yes
3W9J,B,EPI,52.56,3.51,174,yes
3W9J,B,EPI,52.69,3.53,172,yes
3W9J,B,EPI,52.81,3.56,172,yes
3W9J,B,EPI,52.94,3.59,169,yes
3W9J,B,EPI,53.06,3.60,169,yes
3W9J,B,EPI,53.19,3.62,169,yes
3W9J,B,EPI,53.32,3.65,167,yes
3W9J,B,EPI,53.44,3.67,168,yes
3W9J,B,EPI,53.57,3.70,167,yes
3W9J,B,EPI,53.69,3.74,166,yes
3W9J,B,EPI,53.84,3.75,166,yes
3W9J,B,EPI,53.98,3.76,166,yes
3W9J,B,EPI,54.13,3.79,168,yes
3W9J,B,EPI,54.27,3.81,168,yes
3W9J,B,EPI,54.41,3.84,171,yes
3W9J,B,EPI,54.56,3.87,173,yes
3W9J,B,EPI,54.71,3.87,175,yes
3W9J,B,EPI,54.85,3.87,177,yes
3W9J,B,EPI,55.00,3.88,176,yes
3W9J,B,EPI,55.15,3.89,178,yes
3W9J,B,EPI,55.30,3.90,180,yes
3W9J,B,EPI,55.45,3.92,179,yes
3W9J,B,EPI,55.59,3.89,183,yes
3W9J,B,EPI,55.74,3.86,186,yes
3W9J,B,EPI,55.88,3.83,187,yes
3W9J,B,EPI,56.02,3.81,189,yes
3W9J,B,EPI,56.17,3.79,191,yes
3W9J,B,EPI,56.31,3.77,191,yes
3W9J,B,EPI,56.46,3.71,194,yes
3W9J,B,EPI,56.61,3.66,195,yes
3W9J,B,EPI,56.75,3.61,198,yes
3W9J,B,EPI,56.90,3.56,201,yes
3W9J,B,EPI,57.04,3.51,202,yes
3W9J,B,EPI,57.19,3.47,205,yes
3W9J,B,EPI,57.32,3.41,205,yes
3W9J,B,EPI,57.46,3.34,205,yes
3W9J,B,EPI,57.60,3.28,207,yes
3W9J,B,EPI,57.73,3.23,207,yes
3W9J,B,EPI,57.87,3.17,207,yes
3W9J,B,EPI,58.00,3.11,211,yes
3W9J,B,EPI,58.13,3.06,215,yes
3W9J,B,EPI,58.26,3.02,217,yes
3W9J,B,EPI,58.39,2.97,218,yes
3W9J,B,EPI,58.52,2.93,219,yes
3W9J,B,EPI,58.65,2.89,222,yes
3W9J,B,EPI,58.76,2.85,223,yes
3W9J,B,EPI,58.88,2.82,225,yes
3W9J,B,EPI,59.00,2.80,226,yes
3W9J,B,EPI,59.11,2.78,232,yes
3W9J,B,EPI,59.24,2.75,234,yes
3W9J,B,EPI,59.38,2.73,236,yes
3W9J,B,EPI,59.51,2.71,236,yes
3W9J,B,EPI,59.65,2.69,236,yes
3W9J,B,EPI,59.79,2.67,237,yes
3W9J,B,EPI,59.94,2.66,238,yes
3W9J,B,EPI,60.08,2.63,237,yes
3W9J,B,EPI,60.22,2.59,237,yes
3W9J,B,EPI,60.36,2.56,236,yes
3W9J,B,EPI,60.50,2.54,241,yes
3W9J,B,EPI,60.63,2.48,240,yes
3W9J,B,EPI,60.76,2.43,239,yes
3W9J,B,EPI,60.89,2.39,237,yes
3W9J,B,EPI,61.02,2.35,239,yes
3W9J,B,EPI,61.15,2.31,238,yes
3W9J,B,EPI,61.28,2.25,239,yes
3W9J,B,EPI,61.41,2.20,236,yes
3W9J,B,EPI,61.54,2.15,237,yes
3W9J,B,EPI,61.67,2.11,235,yes
3W9J,B,EPI,61.80,2.06,234,yes
3W9J,B,EPI,61.93,2.02,233,yes
3W9J,B,EPI,62.07,1.98,237,yes
3W9J,B,EPI,62.21,1.94,234,yes
3W9J,B,EPI,62.35,1.91,235,yes
3W9J,B,EPI,62.49,1.89,236,yes
3W9J,B,EPI,62.63,1.87,236,yes
3W9J,B,EPI,62.77,1.85,235,yes
3W9J,B,EPI,62.90,1.85,234,yes
3W9J,B,EPI,63.03,1.86,232,yes
3W9J,B,EPI,63.16,1.85,228,yes
3W9J,B,EPI,63.29,1.86,231,yes
3W9J,B,EPI,63.41,1.87,228,yes
3W9J,B,EPI,63.54,1.88,228,yes
3W9J,B,EPI,63.67,1.90,228,yes
3W9J,B,EPI,63.81,1.91,230,yes
3W9J,B,EPI,63.94,1.93,232,yes
3W9J,B,EPI,64.07,1.95,231,yes
3W9J,B,EPI,64.21,1.98,232,yes
3W9J,B,EPI,64.34,2.01,233,yes
3W9J,B,EPI,64.48,2.05,234,yes
3W9J,B,EPI,64.61,2.09,234,yes
3W9J,B,EPI,64.74,2.13,234,yes
3W9J,B,EPI,64.87,2.18,235,yes
3W9J,B,EPI,65.00,2.22,236,yes
3W9J,B,EPI,65.14,2.25,236,yes
3W9J,B,EPI,65.27,2.29,237,yes
3W9J,B,EPI,65.40,2.33,236,yes
3W9J,B,EPI,65.53,2.38,237,yes
3W9J,B,EPI,65.66,2.40,236,yes
3W9J,B,EPI,65.79,2.43,237,yes
3W9J,B,EPI,65.92,2.46,238,yes
3W9J,B,EPI,66.05,2.50,239,yes
3W9J,B,EPI,66.18,2.54,236,yes
3W9J,B,EPI,66.31,2.58,235,yes
3W9J,B,EPI,66.44,2.63,236,yes
3W9J,B,EPI,66.58,2.66,235,yes
3W9J,B,EPI,66.73,2.69,234,yes
3W9J,B,EPI,66.88,2.73,236,yes
3W9J,B,EPI,67.02,2.77,235,yes
3W9J,B,EPI,67.17,2.81,236,yes
3W9J,B,EPI,67.32,2.86,238,yes
3W9J,B,EPI,67.46,2.91,238,yes
3W9J,B,EPI,67.61,2.96,238,yes
3W9J,B,EPI,67.76,3.02,235,yes
3W9J,B,EPI,67.91,3.08,233,yes
3W9J,B,EPI,68.05,3.14,232,yes
3W9J,B,EPI,68.20,3.21,229,yes
3W9J,B,EPI,68.33,3.25,225,yes
3W9J,B,EPI,68.46,3.29,220,yes
3W9J,B,EPI,68.59,3.34,220,yes
3W9J,B,EPI,68.72,3.38,217,yes
3W9J,B,EPI,68.85,3.44,217,yes
3W9J,B,EPI,68.98,3.49,216,yes
3W9J,B,EPI,69.11,3.55,217,yes
3W9J,B,EPI,69.25,3.58,218,yes
3W9J,B,EPI,69.38,3.61,218,yes
3W9J,B,EPI,69.52,3.65,211,yes
3W9J,B,EPI,69.66,3.69,208,yes
3W9J,B,EPI,69.80,3.71,203,yes
3W9J,B,EPI,69.94,3.72,203,no
3W9J,B,EPI,70.08,3.75,201,no
3W9J,B,EPI,70.22,3.72,196,no
3W9J,B,EPI,70.36,3.70,194,no
3W9J,B,EPI,70.50,3.69,193,no
3W9J,B,EPI,70.63,3.67,192,no
3W9J,B,EPI,70.78,3.66,187,no
3W9J,B,EPI,70.92,3.66,185,no
3W9J,B,EPI,71.06,3.66,184,no
3W9J,B,EPI,71.19,3.62,183,no
3W9J,B,EPI,71.32,3.58,182,no
3W9J,B,EPI,71.46,3.55,177,no
3W9J,B,EPI,71.59,3.52,173,no
3W9J,B,EPI,71.72,3.49,169,no
3W9J,B,EPI,71.86,3.46,169,no
3W9J,B,EPI,71.99,3.42,167,no
3W9J,B,EPI,72.13,3.38,168,no
6IIA,B,LMNG,0.00,2.19,249,yes
6IIA,B,LMNG,0.13,2.23,250,yes
6IIA,B,LMNG,0.25,2.28,250,yes
6IIA,B,LMNG,0.38,2.33,252,yes
6IIA,B,LMNG,0.51,2.39,249,yes
6IIA,B,LMNG,0.63,2.45,245,yes
6IIA,B,LMNG,0.76,2.47,247,yes
6IIA,B,LMNG,0.88,2.50,248,yes
6IIA,B,LMNG,1.00,2.54,249,yes
6IIA,B,LMNG,1.12,2.57,250,yes
6IIA,B,LMNG,1.24,2.62,255,yes
6IIA,B,LMNG,1.37,2.63,256,yes
6IIA,B,LMNG,1.51,2.65,256,yes
6IIA,B,LMNG,1.64,2.66,252,yes
6IIA,B,LMNG,1.77,2.69,251,yes
6IIA,B,LMNG,1.91,2.71,252,yes
6IIA,B,LMNG,2.04,2.73,250,yes
6IIA,B,LMNG,2.17,2.74,248,yes
6IIA,B,LMNG,2.30,2.76,247,yes
6IIA,B,LMNG,2.43,2.79,248,yes
6IIA,B,LMNG,2.56,2.81,246,yes
6IIA,B,LMNG,2.69,2.83,244,yes
6IIA,B,LMNG,2.81,2.84,244,yes
6IIA,B,LMNG,2.94,2.86,247,yes
6IIA,B,LMNG,3.06,2.88,244,yes
6IIA,B,LMNG,3.19,2.90,244,yes
6IIA,B,LMNG,3.32,2.91,243,yes
6IIA,B,LMNG,3.44,2.92,243,yes
6IIA,B,LMNG,3.57,2.94,244,yes
6IIA,B,LMNG,3.70,2.96,243,yes
6IIA,B,LMNG,3.83,2.98,245,yes
6IIA,B,LMNG,3.96,2.99,245,yes
6IIA,B,LMNG,4.10,3.01,242,yes
6IIA,B,LMNG,4.23,3.02,242,yes
6IIA,B,LMNG,4.37,3.04,242,yes
6IIA,B,LMNG,4.50,3.06,240,yes
6IIA,B,LMNG,4.65,3.06,236,yes
6IIA,B,LMNG,4.79,3.07,236,yes
6IIA,B,LMNG,4.93,3.09,237,yes
6IIA,B,LMNG,5.08,3.11,232,yes
6IIA,B,LMNG,5.22,3.13,232,yes
6IIA,B,LMNG,5.37,3.14,232,yes
6IIA,B,LMNG,5.52,3.15,233,yes
6IIA,B,LMNG,5.67,3.16,237,yes
6IIA,B,LMNG,5.81,3.18,241,yes
6IIA,B,LMNG,5.96,3.21,243,yes
6IIA,B,LMNG,6.10,3.22,243,yes
6IIA,B,LMNG,6.23,3.24,243,yes
6IIA,B,LMNG,6.37,3.26,241,yes
6IIA,B,LMNG,6.50,3.28,242,yes
6IIA,B,LMNG,6.64,3.31,243,yes
6IIA,B,LMNG,6.78,3.33,242,yes
6IIA,B,LMNG,6.91,3.35,244,yes
6IIA,B,LMNG,7.05,3.37,242,yes
6IIA,B,LMNG,7.19,3.40,245,yes
6IIA,B,LMNG,7.33,3.42,246,yes
6IIA,B,LMNG,7.48,3.45,247,yes
6IIA,B,LMNG,7.63,3.46,246,yes
6IIA,B,LMNG,7.77,3.49,249,yes
6IIA,B,LMNG,7.92,3.52,250,yes
6IIA,B,LMNG,8.06,3.55,247,yes
6IIA,B,LMNG,8.19,3.58,249,yes
6IIA,B,LMNG,8.32,3.61,252,yes
6IIA,B,LMNG,8.45,3.64,250,yes
6IIA,B,LMNG,8.58,3.68,252,yes
6IIA,B,LMNG,8.71,3.70,255,yes
6IIA,B,LMNG,8.84,3.71,255,yes
6IIA,B,LMNG,8.98,3.74,253,yes
6IIA,B,LMNG,9.11,3.76,255,yes
6IIA,B,LMNG,9.26,3.76,258,yes
6IIA,B,LMNG,9.41,3.76,258,yes
6IIA,B,LMNG,9.56,3.77,258,yes
6IIA,B,LMNG,9.67,3.75,257,yes
6IIA,B,LMNG,9.77,3.73,256,yes
6IIA,B,LMNG,9.88,3.71,257,yes
6IIA,B,LMNG,10.02,3.72,260,yes
6IIA,B,LMNG,10.16,3.73,264,yes
6IIA,B,LMNG,10.28,3.76,265,yes
6IIA,B,LMNG,10.40,3.79,265,yes
6IIA,B,LMNG,10.52,3.82,266,yes
6IIA,B,LMNG,10.64,3.86,268,yes
6IIA,B,LMNG,10.77,3.90,271,yes
6IIA,B,LMNG,10.89,3.94,272,yes
6IIA,B,LMNG,11.02,3.99,274,yes
6IIA,B,LMNG,11.16,4.03,275,yes
6IIA,B,LMNG,11.30,4.07,274,yes
6IIA,B,LMNG,11.44,4.11,276,yes
6IIA,B,LMNG,11.58,4.15,279,yes
6IIA,B,LMNG,11.71,4.17,280,yes
6IIA,B,LMNG,11.84,4.20,283,yes
6IIA,B,LMNG,11.96,4.22,282,yes
6IIA,B,LMNG,12.09,4.25,284,yes
6IIA,B,LMNG,12.22,4.28,283,yes
6IIA,B,LMNG,12.36,4.28,283,yes
6IIA,B,LMNG,12.51,4.29,284,yes
6IIA,B,LMNG,12.66,4.31,285,yes
6IIA,B,LMNG,12.81,4.32,288,yes
6IIA,B,LMNG,12.96,4.34,289,yes
6IIA,B,LMNG,13.10,4.35,290,yes
6IIA,B,LMNG,13.25,4.32,288,yes
6IIA,B,LMNG,13.39,4.30,288,yes
6IIA,B,LMNG,13.54,4.28,289,yes
6IIA,B,LMNG,13.68,4.26,287,yes
6IIA,B,LMNG,13.80,4.24,293,yes
6IIA,B,LMNG,13.92,4.22,293,yes
6IIA,B,LMNG,14.05,4.20,295,yes
6IIA,B,LMNG,14.17,4.18,297,yes
6IIA,B,LMNG,14.29,4.16,299,yes
6IIA,B,LMNG,14.41,4.15,298,yes
6IIA,B,LMNG,14.53,4.14,300,yes
6IIA,B,LMNG,14.66,4.12,300,yes
6IIA,B,LMNG,14.79,4.10,301,yes
6IIA,B,LMNG,14.94,4.12,301,yes
6IIA,B,LMNG,15.05,4.15,301,yes
6IIA,B,LMNG,15.16,4.18,296,yes
6IIA,B,LMNG,15.27,4.21,298,yes
6IIA,B,LMNG,15.41,4.22,297,yes
6IIA,B,LMNG,15.55,4.23,294,yes
6IIA,B,LMNG,15.69,4.24,295,yes
6IIA,B,LMNG,15.83,4.25,293,yes
6IIA,B,LMNG,15.96,4.27,290,yes
6IIA,B,LMNG,16.09,4.29,290,yes
6IIA,B,LMNG,16.24,4.29,288,yes
6IIA,B,LMNG,16.39,4.28,283,yes
6IIA,B,LMNG,16.53,4.28,277,yes
6IIA,B,LMNG,16.68,4.29,274,yes
6IIA,B,LMNG,16.83,4.30,270,yes
6IIA,B,LMNG,16.97,4.32,271,yes
6IIA,B,LMNG,17.12,4.35,270,yes
6IIA,B,LMNG,17.25,4.34,270,yes
6IIA,B,LMNG,17.38,4.33,269,yes
6IIA,B,LMNG,17.51,4.33,270,yes
6IIA,B,LMNG,17.64,4.33,269,yes
6IIA,B,LMNG,17.77,4.33,267,yes
6IIA,B,LMNG,17.89,4.34,269,yes
6IIA,B,LMNG,18.04,4.31,266,yes
6IIA,B,LMNG,18.19,4.28,268,yes
6IIA,B,LMNG,18.34,4.26,263,yes
6IIA,B,LMNG,18.49,4.24,261,yes
6IIA,B,LMNG,18.64,4.23,258,yes
6IIA,B,LMNG,18.78,4.21,256,yes
6IIA,B,LMNG,18.92,4.18,259,yes
6IIA,B,LMNG,19.06,4.15,257,yes
6IIA,B,LMNG,19.19,4.13,257,yes
6IIA,B,LMNG,19.33,4.10,256,yes
6IIA,B,LMNG,19.47,4.08,258,yes
6IIA,B,LMNG,19.60,4.04,261,yes
6IIA,B,LMNG,19.75,4.00,263,yes
6IIA,B,LMNG,19.90,3.96,260,yes
6IIA,B,LMNG,20.05,3.92,262,yes
6IIA,B,LMNG,20.20,3.89,258,yes
6IIA,B,LMNG,20.33,3.85,257,yes
6IIA,B,LMNG,20.46,3.81,256,yes
6IIA,B,LMNG,20.52,3.80,252,yes
6IIA,B,LMNG,20.61,3.79,253,yes
6IIA,B,LMNG,20.70,3.77,252,yes
6IIA,B,LMNG,20.84,3.74,248,yes
6IIA,B,LMNG,20.98,3.71,252,yes
6IIA,B,LMNG,21.12,3.68,250,yes
6IIA,B,LMNG,21.26,3.66,252,yes
6IIA,B,LMNG,21.40,3.64,250,yes
6IIA,B,LMNG,21.53,3.61,250,yes
6IIA,B,LMNG,21.67,3.58,247,yes
6IIA,B,LMNG,21.81,3.56,246,yes
6IIA,B,LMNG,21.94,3.53,245,yes
6IIA,B,LMNG,22.08,3.51,249,yes
6IIA,B,LMNG,22.21,3.49,249,yes
6IIA,B,LMNG,22.35,3.47,246,yes
6IIA,B,LMNG,22.48,3.46,243,yes
6IIA,B,LMNG,22.61,3.45,244,yes
6IIA,B,LMNG,22.74,3.45,248,yes
6IIA,B,LMNG,22.87,3.44,246,yes
6IIA,B,LMNG,23.00,3.43,247,yes
6IIA,B,LMNG,23.13,3.42,250,yes
6IIA,B,LMNG,23.26,3.42,248,yes
6IIA,B,LMNG,23.40,3.42,249,yes
6IIA,B,LMNG,23.54,3.42,248,yes
6IIA,B,LMNG,23.68,3.43,249,yes
6IIA,B,LMNG,23.82,3.44,247,yes
6IIA,B,LMNG,23.97,3.44,244,yes
6IIA,B,LMNG,24.11,3.44,244,yes
6IIA,B,LMNG,24.24,3.44,248,yes
6IIA,B,LMNG,24.37,3.44,249,yes
6IIA,B,LMNG,24.50,3.44,248,yes
6IIA,B,LMNG,24.63,3.44,246,yes
6IIA,B,LMNG,24.77,3.45,244,yes
6IIA,B,LMNG,24.89,3.44,244,yes
6IIA,B,LMNG,25.01,3.43,246,yes
6IIA,B,LMNG,25.14,3.42,251,yes
6IIA,B,LMNG,25.26,3.41,252,yes
6IIA,B,LMNG,25.39,3.41,253,yes
6IIA,B,LMNG,25.51,3.39,252,yes
6IIA,B,LMNG,25.63,3.37,250,yes
6IIA,B,LMNG,25.76,3.35,254,yes
6IIA,B,LMNG,25.88,3.32,252,yes
6IIA,B,LMNG,26.00,3.28,250,yes
6IIA,B,LMNG,26.15,3.24,251,yes
6IIA,B,LMNG,26.30,3.20,250,yes
6IIA,B,LMNG,26.45,3.17,249,yes
6IIA,B,LMNG,26.60,3.14,249,yes
6IIA,B,LMNG,26.72,3.11,246,yes
6IIA,B,LMNG,26.84,3.08,244,yes
6IIA,B,LMNG,26.96,3.05,244,yes
6IIA,B,LMNG,27.08,3.03,242,yes
6IIA,B,LMNG,27.20,3.01,245,yes
6IIA,B,LMNG,27.34,2.99,247,yes
6IIA,B,LMNG,27.48,2.98,248,yes
6IIA,B,LMNG,27.63,2.96,247,yes
6IIA,B,LMNG,27.77,2.96,246,yes
6IIA,B,LMNG,27.90,2.94,248,yes
6IIA,B,LMNG,28.04,2.94,245,yes
6IIA,B,LMNG,28.17,2.93,244,yes
6IIA,B,LMNG,28.31,2.93,241,yes
6IIA,B,LMNG,28.44,2.92,239,yes
6IIA,B,LMNG,28.57,2.92,239,yes
6IIA,B,LMNG,28.71,2.92,240,yes
6IIA,B,LMNG,28.84,2.92,241,yes
6IIA,B,LMNG,28.98,2.92,243,yes
6IIA,B,LMNG,29.13,2.93,240,yes
6IIA,B,LMNG,29.27,2.94,239,yes
6IIA,B,LMNG,29.41,2.96,240,yes
6IIA,B,LMNG,29.56,2.98,241,yes
6IIA,B,LMNG,29.71,3.00,238,yes
6IIA,B,LMNG,29.86,3.03,238,yes
6IIA,B,LMNG,30.00,3.06,238,yes
6IIA,B,LMNG,30.15,3.09,239,yes
6IIA,B,LMNG,30.29,3.14,241,yes
6IIA,B,LMNG,30.43,3.18,241,yes
6IIA,B,LMNG,30.58,3.23,239,yes
6IIA,B,LMNG,30.71,3.28,238,yes
6IIA,B,LMNG,30.83,3.33,238,yes
6IIA,B,LMNG,30.96,3.38,238,yes
6IIA,B,LMNG,31.09,3.43,238,yes
6IIA,B,LMNG,31.23,3.48,235,yes
6IIA,B,LMNG,31.38,3.54,232,yes
6IIA,B,LMNG,31.52,3.60,230,yes
6IIA,B,LMNG,31.64,3.65,233,yes
6IIA,B,LMNG,31.76,3.68,231,yes
6IIA,B,LMNG,31.88,3.69,229,yes
6IIA,B,LMNG,31.99,3.70,229,yes
6IIA,B,LMNG,32.10,3.71,227,yes
6IIA,B,LMNG,32.22,3.72,229,yes
6IIA,B,LMNG,32.33,3.71,228,yes
6IIA,B,LMNG,32.45,3.71,228,yes
6IIA,B,LMNG,32.57,3.71,227,yes
6IIA,B,LMNG,32.68,3.71,225,yes
6IIA,B,LMNG,32.79,3.71,225,yes
6IIA,B,LMNG,32.91,3.71,225,yes
6IIA,B,LMNG,33.02,3.71,225,yes
6IIA,B,LMNG,33.14,3.72,221,yes
6IIA,B,LMNG,33.26,3.73,218,yes
6IIA,B,LMNG,33.38,3.74,218,yes
6IIA,B,LMNG,33.51,3.75,221,yes
6IIA,B,LMNG,33.63,3.76,221,yes
6IIA,B,LMNG,33.77,3.78,219,yes
6IIA,B,LMNG,33.90,3.79,217,yes
6IIA,B,LMNG,34.04,3.81,215,yes
6IIA,B,LMNG,34.18,3.83,216,yes
6IIA,B,LMNG,34.31,3.85,214,yes
6IIA,B,LMNG,34.44,3.87,213,yes
6IIA,B,LMNG,34.58,3.88,211,yes
6IIA,B,LMNG,34.71,3.90,209,yes
6IIA,B,LMNG,34.84,3.92,210,yes
6IIA,B,LMNG,34.97,3.94,209,yes
6IIA,B,LMNG,35.11,3.97,209,yes
6IIA,B,LMNG,35.24,3.98,206,yes
6IIA,B,LMNG,35.38,3.99,204,yes
6IIA,B,LMNG,35.52,4.00,205,yes
6IIA,B,LMNG,35.65,4.02,203,yes
6IIA,B,LMNG,35.79,4.04,203,yes
6IIA,B,LMNG,35.92,4.05,204,yes
6IIA,B,LMNG,36.06,4.05,203,yes
6IIA,B,LMNG,36.20,4.04,205,yes
6IIA,B,LMNG,36.34,4.04,205,yes
6IIA,B,LMNG,36.48,4.05,204,yes
6IIA,B,LMNG,36.61,4.05,203,yes
6IIA,B,LMNG,36.75,4.06,202,no
6IIA,B,LMNG,36.89,4.07,198,no
6IIA,B,LMNG,37.03,4.08,198,no
6IIA,B,LMNG,37.17,4.09,197,no
6IIA,B,LMNG,37.31,4.09,196,no
6IIA,B,LMNG,37.44,4.09,190,no
6IIA,B,LMNG,37.58,4.09,190,no
6IIA,B,LMNG,37.72,4.10,191,no
6IIA,B,LMNG,37.86,4.11,193,no
6IIA,B,LMNG,38.00,4.13,192,no
6IIA,B,LMNG,38.13,4.13,190,no
6IIA,B,LMNG,38.27,4.14,193,no
6IIA,B,LMNG,38.40,4.14,190,no
6IIA,B,LMNG,38.53,4.16,192,no
6IIA,B,LMNG,38.67,4.17,187,no
6IIA,B,LMNG,38.80,4.17,187,no
6IIA,B,LMNG,38.94,4.18,187,no
6IIA,B,LMNG,39.08,4.17,187,no
6IIA,B,LMNG,39.22,4.16,185,no
6IIA,B,LMNG,39.36,4.16,182,no
6IIA,B,LMNG,39.50,4.16,182,no
6IIA,B,LMNG,39.65,4.17,182,no
6IIA,B,LMNG,39.79,4.18,181,no
6IIA,B,LMNG,39.94,4.18,181,no
6IIA,B,LMNG,40.09,4.18,182,no
6IIA,B,LMNG,40.24,4.19,183,no
6IIA,B,LMNG,40.39,4.21,182,no
6IIA,B,LMNG,40.53,4.22,183,no
6IIA,B,LMNG,40.67,4.24,185,no
6IIA,B,LMNG,40.81,4.26,186,no
6IIA,B,LMNG,40.95,4.28,188,no
